human,rat
DCST1,DCST1
CNIH3,CNIH3
MANEAL,MANEAL
IL23R,IL23R
NTMT2,NTMT2
FAM78B,FAM78B
SHISA4,SHISA4
EXOC8,EXOC8
PDIK1L,PDIK1L
BNIPL,BNIPL
CLDN19,CLDN19
CFAP57,CFAP57
C1ORF210,C5H1ORF210
CCDC24,CCDC24
BTBD19,BTBD19
CCDC17,CCDC17
LRRC71,LRRC71
SRARP,SRARP
RNF187,RNF187
SPATA45,SPATA45
GARIN4,GARIN4
ADIG,ADIG
GTSF1L,GTSF1L
WFDC5,WFDC5
SHLD1,SHLD1
COMMD7,COMMD7
BPIFB4,BPIFB4
LSM14B,LSM14B
LIPI,LIPI
LCA5L,LCA5L
IGSF5,IGSF5
SIK1,SIK1
SLC9B1,SLC9B1
CCT8L2,CCT8L2
AIFM3,AIFM3
YDJC,YDJC
C22ORF15,C20H22ORF15
HSCB,HSCB
CCDC117,CCDC117
HORMAD2,HORMAD2
DUSP18,DUSP18
ENTHD1,ENTHD1
DNAJB7,DNAJB7
CHADL,CHADL
MEI1,MEI1
PHETA2,PHETA2
NFAM1,NFAM1
PNPLA5,PNPLA5
CDPF1,CDPF1
TTL,TTL
CKAP2L,CKAP2L
TEKT4,TEKT4
SMYD1,SMYD1
C2ORF15,C9H2ORF15
OTOS,OTOS
COPS9,COPS9
COMMD1,COMMD1
PROM2,PROM2
ANKAR,ANKAR
FBXO41,FBXO41
IFT70B,IFT70B
GPAT2,GPAT2
ITPRIPL1,ITPRIPL1
FAM117B,FAM117B
TCF23,TCF23
GAREM2,GAREM2
PUS10,PUS10
SEPTIN10,SEPTIN10
KANSL1L,KANSL1L
PLB1,PLB1
ZSWIM2,ZSWIM2
ZNF385B,ZFP385B
ERFE,ERFE
ARL6IP6,ARL6IP6
METTL21A,METTL21A
CCNYL1,CCNYL1
KLHL23,KLHL23
PPP1R1C,PPP1R1C
SGO2,SGO2
CATSPERT,CATSPERT
SLC38A11,SLC38A11
SLC23A3,SLC23A3
GPBAR1,GPBAR1
LRATD1,LRATD1
RMDN2,RMDN2
GDF7,GDF7
SLC16A14,SLC16A14
ASPRV1,ASPRV1
WDSUB1,WDSUB1
UPP2,UPP2
GPR155,GPR155
TTC14,TTC14
DTX3L,DTX3L
TAFA4,TAFA4
SGO1,SGO1
PP2D1,PP2D1
EFHB,EFHB
PPM1L,PPM1L
WDR49,WDR49
LRRC34,LRRC34
CPNE9,CPNE9
DPPA2,DPPA2
CCDC80,CCDC80
BTLA,BTLA
CCDC12,CCDC12
MB21D2,MB21D2
PPP4R2,PPP4R2
XXYLT1,XXYLT1
RNF38,RNF38
GLIPR2,GLIPR2
C3ORF22,C4H3ORF22
ZCWPW2,ZCWPW2
CMC1,CMC1
NEK10,NEK10
CCDC50,CCDC50
SPICE1,SPICE1
CMTM8,CMTM8
CCDC13,CCDC13
NCBP2AS2,NCBP2AS2
FGD5,FGD5
CNTN4,CNTN4
IGSF11,IGSF11
TEX55,TEX55
ZNF827,ZFP827
SH3D19,SH3D19
NFXL1,NFXL1
NIPAL1,NIPAL1
PAQR3,PAQR3
SHISA3,SHISA3
SCFD2,SCFD2
MGAT4D,MGAT4D
JAKMIP1,JAKMIP1
THAP6,THAP6
ODAPH,ODAPH
KLB,KLB
FAM53A,FAM53A
PPM1K,PPM1K
SPMIP2,SPMIP2
TRMT44,TRMT44
RASGEF1B,RASGEF1B
DAB2IP,DAB2IP
SLC38A9,SLC38A9
SLC36A2,SLC36A2
SPINK13,SPINK13
CREBRF,CREBRF
CEP120,CEP120
SLC25A48,SLC25A48
TMEM167A,TMEM167A
MBLAC2,MBLAC2
TMEM161B,TMEM161B
SRFBP1,SRFBP1
ZMAT2,ZMAT2
MARVELD2,MARVELD2
IRX2,IRX2
BTNL9,BTNL9
ARSK,ARSK
FAM81B,FAM81B
TTC23L,TTC23L
CCDC112,CCDC112
GARIN3,GARIN3
PRELID2,PRELID2
SH3RF2,SH3RF2
PLAC8L1,PLAC8L1
RNF145,RNF145
ZC2HC1B,ZC2HC1B
SNRNP48,SNRNP48
CNKSR3,CNKSR3
SAMD3,SAMD3
SLC2A12,SLC2A12
MBOAT1,MBOAT1
HDGFL1,HDGFL1
PNLDC1,PNLDC1
RNF217,RNF217
NKAIN2,NKAIN2
KHDC3L,KHDC3
CFAP206,CFAP206
CCDC167,CCDC167
RUNDC3B,RUNDC3B
ABCA13,ABCA13
SAMTOR,SAMTOR
CLEC2L,CLEC2L
FMC1,FMC1
AMOT,AMOT
VKORC1L1,VKORC1L1
AMOTL1,AMOTL1
IQUB,IQUB
KCTD7,KCTD7
TMEM213,TMEM213
GIMAP8,GIMAP8
CRYGN,CRYGN
ZNF746,ZFP746
ATP6V0E2,ATP6V0E2
SLC2A7,SLC2A7
AMZ1,AMZ1
METTL27,METTL27
VPS37D,VPS37D
RBM33,RBM33
AGR3,AGR3
PRAG1,PRAG1
PEBP4,PEBP4
CDCA2,CDCA2
TMEM65,TMEM65
RDH10,RDH10
ANKRD46,ANKRD46
ESCO2,ESCO2
FBXO16,FBXO16
LRATD2,LRATD2
CFAP418,CFAP418
VPS13B,VPS13B
TDRP,TDRP
ERICH1,ERICH1
SLC7A13,SLC7A13
TMEM74,TMEM74
FAM91A1,FAM91A1
C8ORF48,C16H8ORF48
MCMDC2,MCMDC2
CLVS1,CLVS1
NKX6-3,NKX6-3
KCNU1,KCNU1
SBSPON,SBSPON
CAMSAP1,CAMSAP1
LINGO2,LINGO2
NXNL2,NXNL2
MAMDC4,MAMDC4
LCN6,LCN6
AK8,AK8
OR1Q1,OR1Q1
TTLL11,TTLL11
RASEF,RASEF
TTC39B,TTC39B
TRMT10B,TRMT10B
TTC16,TTC16
SAXO1,SAXO1
FREM1,FREM1
BRD10,BRD10
SPAAR,SPAAR
ZNF483,ZFP483
SHOC1,SHOC1
KIAA1958,KIAA1958
TSTD2,TSTD2
PRUNE2,PRUNE2
FMR1NB,FMR1NB
ZXDB,ZXDB
MOSPD2,MOSPD2
ARHGAP36,ARHGAP36
RIBC1,RIBC1
AKAP14,AKAP14
CXORF65,CXHXORF65
AWAT1,AWAT1
AWAT2,AWAT2
ZDHHC15,ZDHHC15
USP51,USP51
CXORF38,CXHXORF38
PABIR2,PABIR2
HSFY2,HSFY2
USP54,USP54
NKX2-3,NKX2-3
SLC35G1,SLC35G1
CFAP58,CFAP58
SLC5A12,SLC5A12
DEUP1,DEUP1
PATE1,PATE1
C11ORF65,C8H11ORF65
C11ORF42,C1H11ORF42
TMTC2,TMTC2
CLEC12A,CLEC12A
TMTC3,TMTC3
ZC3H11D,ZC3H11D
ALDH1L2,ALDH1L2
LMNTD1,LMNTD1
DENND5B,DENND5B
TAMALIN,TAMALIN
SLC5A8,SLC5A8
PPTC7,PPTC7
CCDC63,CCDC63
CCDC60,CCDC60
DGKH,DGKH
CCDC122,CCDC122
GPR180,GPR180
STOML3,STOML3
GARIN2,GARIN2
TMEM229B,TMEM229B
SYNE3,SYNE3
CLEC14A,CLEC14A
FITM1,FITM1
REM2,REM2
CDC50B,CDC50B
MDGA2,MDGA2
SAMD15,SAMD15
NOP9,NOP9
EML5,EML5
STRC,STRC
CFAP161,CFAP161
TBC1D21,TBC1D21
DNAAF4,DNAAF4
OTUD7A,OTUD7A
SPRED1,SPRED1
CIMAP1C,CIMAP1C
MAPDA,MAPDA
EXD1,EXD1
FSIP1,FSIP1
ZFPM1,ZFPM1
ADAD2,ADAD2
ITPRIPL2,ITPRIPL2
C16ORF82,C1H16ORF82
ZFP1,ZFP1
ANKFN1,ANKFN1
MARCHF10,MARCHF10
MFSD6L,MFSD6L
SLFN5,SLFN5
NAGS,NAGS
RETREG3,RETREG3
PHOSPHO1,PHOSPHO1
RHBDL3,RHBDL3
TRPV3,TRPV3
SLC16A11,SLC16A11
FBXO39,FBXO39
SPPL2C,SPPL2C
KRT28,KRT28
C18ORF54,C18H18ORF54
ZNF296,ZFP296
DEDD2,DEDD2
ZNF579,ZFP579
ZNF383,ZFP420
EID2,EID2
PRR22,PRR22
LGI4,LGI4
SYNE4,SYNE4
DENND2C,DENND2C
GBP6,GBP6
PLPPR5,PLPPR5
FNDC7,FNDC7
DENND1B,DENND1B
TDRD5,TDRD5
TOR1AIP2,TOR1AIP2
IFNLR1,IFNLR1
CITED4,CITED4
CIMAP2,CIMAP2
SPRR4,SPRR4
KANK4,KANK4
SASS6,SASS6
SDE2,SDE2
CNST,CNST
FAM43B,FAM43B
HFM1,HFM1
PAQR7,PAQR7
TTC24,TTC24
CCDC185,CCDC185
UBL4B,UBL4B
WFDC13,WFDC13
APCDD1L,APCDD1L
LRRN4,LRRN4
TTLL9,TTLL9
CCDC116,CCDC116
CABP7,CABP7
TMPRSS6,TMPRSS6
WBP2NL,WBP2NL
TTLL8,TTLL8
DAW1,DAW1
LONRF2,LONRF2
CCDC138,CCDC138
ADGRF3,ADGRF3
TEX44,TEX44
TOGARAM2,TOGARAM2
FAM171B,FAM171B
C1QL2,C1QL2
UBXN2A,UBXN2A
CLEC4F,CLEC4F
DQX1,DQX1
SPTSSB,SPTSSB
DNAJB8,DNAJB8
GPR156,GPR156
XIRP1,XIRP1
RNF168,RNF168
CHST13,CHST13
PRICKLE2,PRICKLE2
KBTBD12,KBTBD12
AFG2A,AFG2A
BBS12,BBS12
DCLK2,DCLK2
ADGRA3,ADGRA3
FREM3,FREM3
MMAA,MMAA
ZBTB49,ZBTB49
TIGD2,TIGD2
RASSF6,RASSF6
RBM46,RBM46
SGMS2,SGMS2
MIER3,MIER3
CDC20B,CDC20B
TENT2,TENT2
DCP2,DCP2
NIM1K,NIM1K
LIX1,LIX1
ZNF366,ZFP366
FAM151B,FAM151B
PRSS35,PRSS35
LCA5,LCA5
OLIG3,OLIG3
TXLNB,TXLNB
DACT2,DACT2
C6ORF118,C1H6ORF118
GALNTL5,GALNTL5
RNF133,RNF133
CCDC71L,CCDC71L
PKD1L1,PKD1L1
ZNF467,ZFP467
BHLHA15,BHLHA15
BMPER,BMPER
ZNF800,ZFP800
CNBD1,CNBD1
SLC30A8,SLC30A8
COL22A1,COL22A1
SNX31,SNX31
TMEM64,TMEM64
IDO2,IDO2
STKLD1,STKLD1
KCNV2,KCNV2
OLFML2A,OLFML2A
TMEM252,TMEM252
QSOX2,QSOX2
GLIS3,GLIS3
ZNF169,ZFP169
TENT5D,TENT5D
SUPT20HL2,SUPT20HL2
TCEANC,TCEANC
ZCCHC12,ZCCHC12
ARX,ARX
FAM170B,FAM170B
TMEM273,TMEM273
POFUT4,POFUT4
OIT3,OIT3
PWWP2B,PWWP2B
SSBP4,SSBP4
ACTL10,ACTL10
DHX36,DHX36
GIMAP1,GIMAP1
GPHA2,GPHA2
S100Z,S100Z
COMMD6,COMMD6
PSORS1C2,PSORS1C2
ADAMTS15,ADAMTS15
ADAMTS16,ADAMTS16
ADAMTS17,ADAMTS17
ADAMTS18,ADAMTS18
COX7B2,COX7B2
GSX2,GSX2
KCNG3,KCNG3
PPP1R18,PPP1R18
ANKRD24,ANKRD24
ZNF384,ZFP384
ADAMTS19,ADAMTS19
BICDL3P,ABHD11-AS1
ASXL1,ASXL1
SYNPO2,SYNPO2
SPACA4,SPACA4
RHOV,RHOV
NLRP6,NLRP6
CLYBL,CLYBL
SPTSSA,SPTSSA
PTCRA,PTCRA
POLR3H,POLR3H
ABHD3,ABHD3
PGAM5,PGAM5
B3GNT6,B3GNT6
HIGD2A,HIGD2A
KRT24,KRT24
CYS1,CYS1
AGO3,AGO3
AGO4,AGO4
SCAMP5,SCAMP5
SDR16C5,SDR16C5
PRXL2C,PRXL2C
ZNF367,ZFP367
ANTXRL,ANTXRL1
PLPP4,PLPP4
METTL15,METTL15
MPZL3,MPZL3
IMMP1L,IMMP1L
OR56B4,OR56B6B
KRT78,KRT78
RILPL2,RILPL2
DNAH10,DNAH10
AMN1,AMN1
DTX3,DTX3
TMT1B,TMT1B
ZFC3H1,ZFC3H1
MYRFL,MYRFL
PLBD2,PLBD2
CCER1,CCER1
EEF2KMT,EEF2KMT
PIANP,PIANP
DCP1B,DCP1B
ANO6,ANO6
ARID2,ARID2
METTL21C,METTL21C
VSTM4,VSTM4
PAOX,PAOX
ADCY4,ADCY4
FAM227B,FAM227B
GRAMD2A,GRAMD2A
LCTL,LCTL
UBR1,UBR1
PATL2,PATL2
LDHD,LDHD
FCSK,FCSK
MLKL,MLKL
ACSF3,ACSF3
WDR90,WDR90
EME2,EME2
NLRC3,NLRC3
NSMCE1,NSMCE1
ZNF48,ZNF48
LKAAEAR1,LKAAEAR1
DZIP1L,DZIP1L
TTC21A,TTC21A
MCEMP1,MCEMP1
DAND5,DAND5
GGN,GGN
CADM4,CADM4
THAP8,THAP8
U2AF1L4,U2AF1L4
NIBAN3,NIBAN3
ALG14,ALG14
FAM76A,FAM76A
FYB2,FYB2
TMEM201,TMEM201
TMEM61,TMEM61
FAAP20,FAAP20
CDCP2,CDCP2
SLC5A9,SLC5A9
CC2D1B,CC2D1B
NUDT17,NUDT17
TXLNA,TXLNA
DYNLT5,DYNLT5
PLD5,PLD5
SPMIP3,SPMIP3
SPAG17,SPAG17
SLFNL1,SLFNL1
KRTCAP2,KRTCAP2
CRTC2,CRTC2
IBA57,IBA57
FAM209A,FAM209A
RNF215,RNF215
CFAP221,CFAP221
VWA3B,VWA3B
CREG2,CREG2
TET3,TET3
GKN2,GKN2
SPMIP9,SPMIP9
ANKRD23,ANKRD23
APLF,APLF
PIKFYVE,PIKFYVE
KRTCAP3,KRTCAP3
FAM237A,FAM237A
TMEM17,TMEM17
SPRED2,SPRED2
CFAP20DC,CFAP20DC
KCTD6,KCTD6
LIPH,LIPH
ARL13B,ARL13B
RPL22L1,RPL22L1
SLC51A,SLC51A
FBXO45,FBXO45
KLHDC8B,KLHDC8B
MUC20,MUC20
GABRR3,GABRR3
CEP112,CEP112
DHRS7C,DHRS7C
CENPV,CENPV
FLCN,FLCN
PLD6,PLD6
ARHGAP27,ARHGAP27
ZNF385C,ZFP385C
SAMD14,SAMD14
LYRM9,LYRM9
SLC16A13,SLC16A13
SPEM2,SPEM2
CENPX,CENPX
LRRC45,LRRC45
SLC39A11,SLC39A11
TRIM65,TRIM65
UNC13D,UNC13D
RDM1,RDM1
SPNS3,SPNS3
FBXO15,FBXO15
RAB12,RAB12
ZBTB7C,ZBTB7C
HACD2,HACD2
STT3B,STT3B
DNAH12,DNAH12
PDE12,PDE12
DENND6A,DENND6A
TIGIT,TIGIT
C4ORF46,C2H4ORF46
SLC10A4,SLC10A4
TIGD4,TIGD4
TMEM154,TMEM154
SMIM14,SMIM14
TMEM192,TMEM192
RWDD4,RWDD4
PRIMPOL,PRIMPOL
TAPT1,TAPT1
SPATA24,SPATA24
DNAJC18,DNAJC18
RANBP3L,RANBP3L
CCDC125,CCDC125
GAPT,GAPT
CMYA5,CMYA5
STK32A,STK32A
DRC5,DRC5
KHDRBS2,KHDRBS2
TMEM184A,TMEM184A
ADCK5,ADCK5
TSNARE1,LOC148004843
TUBB,TUBB5
R3HCC1,R3HCC1
PRSS55,PRSS55
C8ORF74,C15H8ORF74
HTRA4,HTRA4
ADAM32,ADAM32
ERICH5,ERICH5
LGI3,LGI3
TMEM268,TMEM268
C9ORF72,C9ORF72
CCDC171,CCDC171
NAIF1,NAIF1
FAM219A,FAM219A
CCDC107,CCDC107
ANKS6,ANKS6
SUSD3,SUSD3
SLC25A43,SLC25A43
RTL3,RTL3
NRK,NRK
INTS6L,INTS6L
ZNF449,ZFP449
VMA21,VMA21
ANO5,ANO5
CERS3,CERS3
PDILT,PDILT
HIPK1,HIPK1
SLC44A5,SLC44A5
AMER3,AMER3
MTLN,MTLN
C2ORF69,C9H2ORF69
DIPK2A,DIPK2A
SENP5,SENP5
USF3,USF3
TRIML2,TRIML2
LVRN,LVRN
SLC36A1,SLC36A1
C6ORF163,C5H6ORF163
DHRSX,DHRSX
AMER2,AMER2
USP12,USP12
PLAC9,PLAC9
MTIF3,MTIF3
GSX1,GSX1
OR4C11,OR4C11
OR4S2,OR4S2
OR5D14,OR5D14
OR8K3,OR8K3
OR8U3,OR8U3
OR5M3,OR5M3
OR5M8,OR5M8
OR5M11,OR5M11
OR5AR1,OR5AR1
LRRC55,LRRC55
SMTNL1,SMTNL1
YPEL4,YPEL4
MED19,MED19
TEX47,TEX47
ZNF804B,ZFP804B
CABCOCO1,CABCOCO1
TMEM26,TMEM26
ZCCHC24,ZCCHC24
ENKUR,ENKUR
ARMC3,ARMC3
UNC5B,UNC5B
STOX1,STOX1
FAM241B,FAM241B
TYSND1,TYSND1
ZNF25,ZFP9
GJD4,GJD4
CCNY,CCNY
RTKN2,RTKN2
TBATA,TBATA
HYLS1,HYLS1
TMEM218,TMEM218
SLC37A2,SLC37A2
OR10S1,OR10S1
OR4D5,OR4D5
TBCEL,TBCEL
TLCD5,TLCD5
MRPL21,MRPL21
TPCN2,TPCN2
SPATA19,SPATA19
OR9I1,OR9I1B
OR9Q2,OR9Q2
OR5B21,OR5B21
MPEG1,MPEG1
OR5A1,OR5A1
OR4D6,OR4D6
PATL1,PATL1
OOSP2,OOSP2
MS4A15,MS4A15
VWCE,VWCE
CYB561A3,CYB561A3
SAXO4,SAXO4
GDPD4,GDPD4
DDIAS,DDIAS
CCDC83,CCDC83
LTO1,LTO1
ERICH6B,ERICH6B
CBY2,CBY2
DLEU7,DLEU7
FAM124A,FAM124A
SKA1,SKA1
CFAP53,CFAP53
DOK6,DOK6
ATOH7,ATOH7
OTUD1,OTUD1
HEPACAM,HEPACAM
OAF,OAF
TIGD3,TIGD3
FAM181B,FAM181B
CCDC89,CCDC89
LRRC63,LRRC63
RNF152,RNF152
ZNF438,ZFP438
SLC16A9,SLC16A9
FAM13C,FAM13C
MARCHF8,MARCHF8
HNRNPA3,HNRNPA3
RASGEF1A,RASGEF1A
REEP3,REEP3
JMJD1C,JMJD1C
UCMA,UCMA
FAM171A1,FAM171A1
SLC39A12,SLC39A12
NSUN6,NSUN6
ARL5B,ARL5B
LRRN4CL,LRRN4CL
HNRNPUL2,HNRNPUL2
ALKBH3,ALKBH3
EEF1AKMT1,EEF1AKMT1
SKA3,SKA3
MICU2,MICU2
SPATA13,SPATA13
CPNE2,CPNE2
ADGRG5,ADGRG5
PRSS54,PRSS54
CES5A,CES5A
CCDC162P,CCDC162
AK9,AK9
NT5DC1,NT5DC1
CALHM4,CALHM4
ZUP1,ZUP1
TBC1D32,TBC1D32
BEND6,BEND6
GSTA5,GSTA5
OPN5,OPN5
ADGRF4,ADGRF4
ADGRF5,ADGRF5
TDRD6,TDRD6
SPATS1,SPATS1
RSPH9,RSPH9
LRRC73,LRRC73
OARD1,OARD1
KIF6,KIF6
TMEM217,TMEM217
FGD2,FGD2
PI16,PI16
C6ORF89,C20H6ORF89
ARMC12,ARMC12
SMIM29,SMIM29
LEMD2,LEMD2
ZBTB9,ZBTB9
ZBTB12,ZBTB12
C6ORF136,C20H6ORF136
KDM1B,KDM1B
RBM24,RBM24
RNF182,RNF182
PHACTR1,PHACTR1
SMIM13,SMIM13
SYCP2L,SYCP2L
PXDC1,PXDC1
ZSCAN25,ZSCAN25
VWDE,VWDE
PRPS1L1,PRPS1L1
POLR1F,POLR1F
SP8,SP8
HOXA11-AS,HOXA11-AS
JAZF1,JAZF1
PPP1R35,PPP1R35
GPC2,GPC2
BRAT1,BRAT1
SDK1,SDK1
FOXK1,FOXK1
MMD2,MMD2
DAGLB,DAGLB
THSD7A,THSD7A
VSTM2A,VSTM2A
TMED4,TMED4
MTURN,MTURN
PRR15,PRR15
SRRM3,SRRM3
RSBN1L,RSBN1L
ELAPOR2,ELAPOR2
LRWD1,LRWD1
FAM185A,FAM185A
FBXL13,FBXL13
NAPEPLD,NAPEPLD
ATXN7L1,ATXN7L1
CDHR3,CDHR3
BEND7,BEND7
LNX2,LNX2
ADGRG3,ADGRG3
HS3ST5,HS3ST5
GPRC6A,GPRC6A
RFX6,RFX6
SLC35F1,SLC35F1
SACK1B,SACK1B
ADGRF2P,ADGRF2
TSPO2,TSPO2
UNC5CL,UNC5CL
KCTD20,KCTD20
PXT1,PXT1
LHFPL5,LHFPL5
SCUBE3,SCUBE3
NKAPL,NKAPL
FAM217A,FAM217A
TMEM130,TMEM130
FERD3L,FERD3L
NYAP1,NYAP1
SLC29A4,SLC29A4
RSPH10B,RSPH10B
ITPRID1,ITPRID1
ZNRF2,ZNRF2
SEMA3D,SEMA3D
MAPK15,MAPK15
SPDYA,SPDYA
VGLL2,VGLL2
CNPY4,CNPY4
DEFB113,DEFB18
DEFB115,DEFB28
DEFB116,DEFB29
DEFB119,DEFB24
DEFB123,DEFB36
DEFB124,DEFB25
DEFB125,DEFB26
DEFB128,DEFB20
ATP6V0D2,ATP6V0D2
ATP6V1C2,ATP6V1C2
CNOT6L,CNOT6L
GAS2L2,GAS2L2
CDC26,CDC26
SLC17A8,SLC17A8
RNASEH1,RNASEH1
AFG1L,AFG1L
STAC3,STAC3
PELI3,PELI3
SPESP1,SPESP1
IL27,IL27
TMEM9,TMEM9
NEIL2,NEIL2
STXBP4,STXBP4
FNDC5,FNDC5
HEPACAM2,HEPACAM2
TECRL,TECRL
PRR14L,PRR14L
EPHX4,EPHX4
SERHL2,SERHL2
RICTOR,RICTOR
EIF4E1B,EIF4E1B
IPMK,IPMK
ZBTB38,ZBTB38
SLC25A30,SLC25A30
LCLAT1,LCLAT1
CADM2,CADM2
GPATCH11,GPATCH11
MMS22L,MMS22L
WASHC2C,WASHC2C
EBF3,EBF3
WDR27,WDR27
CERS6,CERS6
MSRB3,MSRB3
ZDHHC20,ZDHHC20
ANGPTL5,ANGPTL5
YTHDF3,YTHDF3
RALGAPA1,RALGAPA1
KCTD13,KCTD13
ASPHD1,ASPHD1
ETFBKMT,ETFBKMT
METAP1D,METAP1D
UBN2,UBN2
LRRC43,LRRC43
BRWD3,BRWD3
EHBP1L1,EHBP1L1
SNX32,SNX32
CXORF58,CXHXORF58
FBXO33,FBXO33
TTLL10,TTLL10
TSGA10IP,TSGA10IP
RNF169,RNF169
CALHM5,CALHM5
BPIFC,BPIFC
LCORL,LCORL
CNIH2,CNIH2
AKNAD1,AKNAD1
PHYHD1,PHYHD1
ZDHHC24,ZDHHC24
MCM9,MCM9
PROSER2,PROSER2
SLC41A1,SLC41A1
C11ORF86,C1H11ORF86
MEIOB,MEIOB
LPCAT4,LPCAT4
NUDT8,NUDT8
LYG2,LYG2
VXN,VXN
NAALADL2,NAALADL2
TMEM256,TMEM256
ZDHHC23,ZDHHC23
MORN5,MORN5
CALHM1,CALHM1
MPV17L,MPV17L
TMEM86B,TMEM86B
CBARP,CBARP
TAC4,TAC4
CFAP65,CFAP65
TMCO4,TMCO4
CFAP299,CFAP299
PLA2G4F,PLA2G4F
MCOLN2,MCOLN2
ANKK1,ANKK1
LRRC57,LRRC57
MYADML2,MYADML2
EPGN,EPGN
LHFPL7,LHFPL7
MBLAC1,MBLAC1
TCP11L2,TCP11L2
SPMIP11,SPMIP11
RASGEF1C,RASGEF1C
RNF144B,RNF144B
ELMOD2,ELMOD2
COL24A1,COL24A1
OOSP1,OOSP1
PCSK9,PCSK9
NPNT,NPNT
DYNLT2B,DYNLT2B
PDZD9,PDZD9
INAFM1,INAFM1
SMCO1,SMCO1
C19ORF38,C8H19ORF38
BCL6B,BCL6B
CNEP1R1,CNEP1R1
SYT14,SYT14
PAN3,PAN3
ANKRD31,ANKRD31
COL6A5,COL6A5
SYCE2,SYCE2
TMEM196,TMEM196
HMCN2,HMCN2
NUDT14,NUDT14
PTF1A,PTF1A
NATD1,NATD1
CCDC110,CCDC110
LMNTD2,LMNTD2
GK5,GK5
EML3,EML3
SCML4,SCML4
SERPINA11,SERPINA11
ST6GALNAC3,ST6GALNAC3
MFSD8,MFSD8
TMEM151A,TMEM151A
TCERG1L,TCERG1L
LYSMD2,LYSMD2
BCLAF3,BCLAF3
NUTM1,NUTM1
MAMDC2,MAMDC2
MAP7D2,MAP7D2
WDR72,WDR72
C10ORF67,C17H10ORF67
NPB,NPB
KANK3,KANK3
HEATR9,HEATR9
SUN3,SUN3
SERINC5,SERINC5
TINCR,TINCR
FRMD3,FRMD3
CATSPERE,CATSPERE
CATSPERD,CATSPERD
PLCXD2,PLCXD2
ZNF683,ZFP683
ARHGAP30,ARHGAP30
GCSAM,GCSAM
RNF214,RNF214
C9ORF43,C5H9ORF43
CFAP126,CFAP126
NEGR1,NEGR1
GPX6,GPX6
SHPRH,SHPRH
CFAP184,CFAP184
KLHL34,KLHL34
UTS2B,UTS2B
SNX33,SNX33
TAB3,TAB3
C2ORF72,C9H2ORF72
FAM133B,FAM133B
ANKS4B,ANKS4B
SVIP,SVIP
ALS2CL,ALS2CL
NCR3,NCR3
LY6G6F,LY6G6F
HSPA12A,HSPA12A
SGMS1,SGMS1
NALCN,NALCN
TMIE,TMIE
WFDC11,WFDC11
WFDC9,WFDC9
ASPM,ASPM
BOD1L1,BOD1L1
TAS2R39,TAS2R139
TAS2R40,TAS2R144
IL4I1,IL4I1
SPATA31F1,SPATA31F1
CYP4X1,CYP4X1
MAGI3,MAGI3
PRSS33,PRSS33
FDCSP,FDCSP
TIPRL,TIPRL
STEAP2,STEAP2
NPHP4,NPHP4
OFCC1,OFCC1
BRD3OS,BRD3OS
BEST4,BEST4
HS6ST3,HS6ST3
MDGA1,MDGA1
NPAS4,NPAS4
NAP1L5,NAP1L5
ADGRF1,ADGRF1
PGBD2,PGBD2
SELENOH,SELENOH
IFNL3,IFNL3
AQP11,AQP11
POC1B,POC1B
C10ORF53,C16H10ORF53
FUOM,FUOM
JAKMIP3,JAKMIP3
STK32C,STK32C
BLOC1S2,BLOC1S2
RBM20,RBM20
MKX,MKX
OR4C12,OR4C12
MAJIN,MAJIN
SLC25A45,SLC25A45
BCL9L,BCL9L
FOXR1,FOXR1
DRC12,DRC12
OR9G4,OR9G4
P4HA3,P4HA3
PGM2L1,PGM2L1
KLHL35,KLHL35
KCTD21,KCTD21
CRACR2B,CRACR2B
TMEM80,TMEM80
CCDC88B,CCDC88B
TTC9C,TTC9C
RCOR2,RCOR2
HARBI1,HARBI1
IGSF22,IGSF22
OR10A4,OR10A4
OLFML1,OLFML1
OTOGL,OTOGL
ZNF740,ZNF740
RASSF3,RASSF3
B4GALNT3,B4GALNT3
ANKRD52,ANKRD52
SLC39A5,SLC39A5
SPRYD4,SPRYD4
ADGRD1,ADGRD1
MORN3,MORN3
DPY19L2,DPY19L2
CLEC9A,CLEC9A
GAS2L3,GAS2L3
MYO1H,MYO1H
HECTD4,HECTD4
KSR2,KSR2
GATC,GATC
REDIC1,REDIC1
MUC19,MUC19
GXYLT1,GXYLT1
TMPRSS12,TMPRSS12
CHAMP1,CHAMP1
SIAH3,SIAH3
KCNRG,KCNRG
SLC46A3,SLC46A3
GPR137C,GPR137C
PROX2,PROX2
ZDHHC22,ZDHHC22
TMED8,TMED8
SLC25A47,SLC25A47
TSSK4,TSSK4
FAM177A1,FAM177A1
CEP170B,CEP170B
TEDC1,TEDC1
SLC24A5,SLC24A5
PRTG,PRTG
REC114,REC114
SAXO2,SAXO2
TSLIG3B,FAM98B
PLA2G4D,PLA2G4D
FAM169BP,FAM169B
FBXL22,FBXL22
TERB1,TERB1
CES4A,CES4A
EXOC3L1,EXOC3L1
NPW,NPW
BRICD5,BRICD5
PGP,PGP
GREP1,GREP1
C16ORF54,C1H16ORF54
INO80E,INO80E
NUDT7,NUDT7
NHLRC4,NHLRC4
UQCC4,UQCC4
TMEM114,TMEM114
FADS6,FADS6
HID1,HID1
TSEN54,TSEN54
UBALD2,UBALD2
TMEM235,TMEM235
CCDC57,CCDC57
HEXD,HEXD
VMO1,VMO1
